"", "X"
"6590", "sensibilidade"
"6591", "sensível"
"6592", "sensivelmente"
"6593", "sensibilidade"
"6594", "sensibilidade"
"6595", "sentimento"
"6596", "sentimento"
"6597", "sentimentalismo"
"6598", "sentimentalmente"
"6599", "sentimentos"
"6600", "sereno"
"6601", "serenidade"
"6602", "sério"
"6603", "seriamente"
"6604", "seriedade"
"6605", "sermão"
"6606", "servidão"
"6607", "resolver"
"6608", "set-up"
"6609", "set-up"
"6610", "separar"
"6611", "grave"
"6612", "grave"
"6613", "severamente"
"6614", "gravidade"
"6615", "sexy"
"6616", "decaído"
"6617", "sombra"
"6618", "sombrio"
"6619", "sombra"
"6620", "agitar"
"6621", "tremido"
"6622", "raso"
"6623", "farsa"
"6624", "desordem"
"6625", "vergonha"
"6626", "vergonha"
"6627", "vergonhoso"
"6628", "vergonhoso"
"6629", "vergonhosamente"
"6630", "vergonhosamente"
"6631", "vergonha"
"6632", "desavergonhado"
"6633", "descaradamente"
"6634", "desavergonhado"
"6635", "tubarão"
"6636", "afiado"
"6637", "fortemente"
"6638", "quebrar"
"6639", "pura"
"6640", "abrigo"
"6641", "abrigo"
"6642", "escudo"
"6643", "shimmer"
"6644", "cintilante"
"6645", "shimmeringly"
"6646", "brilho"
"6647", "brilhante"
"6648", "brilhante"
"6649", "shirk"
"6650", "shirker"
"6651", "naufrágio"
"6652", "arrepio"
"6653", "choque"
"6654", "choque"
"6655", "choque"
"6656", "chocante"
"6657", "chocante"
"6658", "de má qualidade"
"6659", "de curta duração"
"6660", "escassez"
"6661", "shortchange"
"6662", "defeito"
"6663", "deficiências"
"6664", "míope"
"6665", "miopia"
"6666", "deve"
"6667", "mostrar"
"6668", "showdown"
"6669", "showdown"
"6670", "fragmento"
"6671", "fragmento"
"6672", "shrew"
"6673", "perspicaz"
"6674", "astutamente"
"6675", "astúcia"
"6676", "gritar"
"6677", "estridente"
"6678", "estridente"
"6679", "shrilly"
"6680", "shrivel"
"6681", "sudário"
"6682", "encoberto"
"6683", "dar de ombros"
"6684", "dar de ombros"
"6685", "shun"
"6686", "evitado"
"6687", "tímido"
"6688", "timidamente"
"6689", "timidez"
"6690", "doente"
"6691", "sicken"
"6692", "doente"
"6693", "doentio"
"6694", "doentio"
"6695", "repugnante"
"6696", "doença"
"6697", "sidetrack"
"6698", "desviou"
"6699", "cerco"
"6700", "sinais"
"6701", "sinais"
"6702", "significativo"
"6703", "significado"
"6704", "significar"
"6705", "sillily"
"6706", "bobo"
"6707", "simmer"
"6708", "simples"
"6709", "simplicidade"
"6710", "simplificado"
"6711", "simplificar"
"6712", "simplistas"
"6713", "simplista"
"6714", "simplista"
"6715", "simplesmente"
"6716", "pecado"
"6717", "pecado"
"6718", "pecador"
"6719", "sinfully"
"6720", "sincero"
"6721", "sinceramente"
"6722", "sinceridade"
"6723", "sinceridade"
"6724", "sinistro"
"6725", "sinceramente"
"6726", "naufrágio"
"6727", "naufrágio"
"6728", "esqueletos"
"6729", "esqueletos"
"6730", "céptico"
"6731", "céptico"
"6732", "ceticamente"
"6733", "cepticismo"
"6734", "ceticismo"
"6735", "esboçado"
"6736", "habilidade"
"6737", "especializado"
"6738", "habilidoso"
"6739", "habilidoso"
"6740", "habilmente"
"6741", "skimpy"
"6742", "esquisito"
"6743", "esquisito"
"6744", "skittishly"
"6745", "skulk"
"6746", "skyrocketing"
"6747", "folga"
"6748", "difamação"
"6749", "difamação"
"6750", "caluniador"
"6751", "calúnia"
"6752", "difamadormente"
"6753", "calúnias"
"6754", "calúnias"
"6755", "tapa"
"6756", "slashing"
"6757", "slashing"
"6758", "abate"
"6759", "abate"
"6760", "abate"
"6761", "abatido"
"6762", "escravo"
"6763", "escravo"
"6764", "desprezível"
"6765", "elegante"
"6766", "sonolento"
"6767", "esbelto"
"6768", "ligeiro"
"6769", "ligeiro"
"6770", "leve"
"6771", "ligeiramente"
"6772", "slim"
"6773", "slim"
"6774", "lodo"
"6775", "desleixado"
"6776", "despreocupadamente"
"6777", "preguiça"
"6778", "preguiçoso"
"6779", "lento"
"6780", "lentamente"
"6781", "movimento lento"
"6782", "slug"
"6783", "lento"
"6784", "queda"
"6785", "queda"
"6786", "slur"
"6787", "sly"
"6788", "smack"
"6789", "palhaço"
"6790", "inteligente"
"6791", "inteligente"
"6792", "mais esperto"
"6793", "mais inteligente"
"6794", "inteligentemente"
"6795", "smash"
"6796", "smash"
"6797", "esfregaço"
"6798", "cheirando"
"6799", "sorriso"
"6800", "sorriso"
"6801", "sorrindo"
"6802", "sorrindo"
"6803", "smitten"
"6804", "cortina de fumaça"
"6805", "cortina de fumaça"
"6806", "smolder"
"6807", "smoldering"
"6808", "suave"
"6809", "sufocar"
"6810", "smolder"
"6811", "smoldering"
"6812", "presunçoso"
"6813", "presunçosamente"
"6814", "smut"
"6815", "smuttier"
"6816", "mais smuttiest"
"6817", "smoked"
"6818", "laço"
"6819", "snarl"
"6820", "snarl"
"6821", "arrebatar"
"6822", "esgueirar-se"
"6823", "esgueirar-se"
"6824", "sneakily"
"6825", "sorrateira"
"6826", "zombaria"
"6827", "zombaria"
"6828", "sorrindo"
"6829", "sneeringly"
"6830", "snub"
"6831", "assim"
"6832", "assim-cal"
"6833", "os chamados"
"6834", "soluço"
"6835", "sóbrio"
"6836", "sóbrio"
"6837", "sóbrio"
"6838", "sociável"
"6839", "de fala suave"
"6840", "amaciar"
"6841", "amaciar"
"6842", "amaciar"
"6843", "solace"
"6844", "solene"
"6845", "solene"
"6846", "solícito"
"6847", "solícito"
"6848", "solicitude"
"6849", "sólido"
"6850", "sólido"
"6851", "solidariedade"
"6852", "solidariedade"
"6853", "soliloquize"
"6854", "sombrio"
"6855", "acalmar"
"6856", "suavemente"
"6857", "sofisticado"
"6858", "dor"
"6859", "dor"
"6860", "sorely"
"6861", "dor"
"6862", "tristeza"
"6863", "tristeza"
"6864", "triste"
"6865", "sorrowfully"
"6866", "desculpe"
"6867", "som"
"6868", "soar"
"6869", "solidez"
"6870", "azedo"
"6871", "azedo"
"6872", "soberania"
"6873", "soberania"
"6874", "espaçoso"
"6875", "espada"
"6876", "espada"
"6877", "espancar"
"6878", "spare"
"6879", "poupando"
"6880", "moderadamente"
"6881", "brilho"
"6882", "espumante"
"6883", "específico"
"6884", "especificamente"
"6885", "especial"
"6886", "espectacular"
"6887", "espetacularmente"
"6888", "especular"
"6889", "especulação"
"6890", "especulação"
"6891", "velocidade"
"6892", "spellbind"
"6893", "encantamento"
"6894", "spellbindingly"
"6895", "enfeitiçado"
"6896", "derramando"
"6897", "derramando"
"6898", "solteirona"
"6899", "espírito"
"6900", "espírito"
"6901", "espirituoso"
"6902", "sem espírito"
"6903", "espiritual"
"6904", "espiritual"
"6905", "despeito"
"6906", "rancoroso"
"6907", "rancorosamente"
"6908", "vingança"
"6909", "dedo esticado"
"6910", "dedo esticado"
"6911", "esplêndido"
"6912", "esplendidamente"
"6913", "esplendor"
"6914", "dividir"
"6915", "dividir"
"6916", "dividir"
"6917", "estragar"
"6918", "assustador"
"6919", "mais spookier"
"6920", "mais assustador"
"6921", "spookily"
"6922", "assustador"
"6923", "assustador"
"6924", "alimentado com colher"
"6925", "alimentação de colher"
"6926", "spoonfed"
"6927", "esporádico"
"6928", "local"
"6929", "impecável"
"6930", "manchado"
"6931", "alegre"
"6932", "estímulo"
"6933", "espúrio"
"6934", "desprezo"
"6935", "pulverização"
"6936", "disputa"
"6937", "disputas"
"6938", "desperdício"
"6939", "em quadrado"
"6940", "squash"
"6941", "torcer"
"6942", "stab"
"6943", "estabilidade"
"6944", "estabilidade"
"6945", "estabilizar"
"6946", "estável"
"6947", "estável"
"6948", "stagger"
"6949", "espantoso"
"6950", "surpreendentemente"
"6951", "estagnado"
"6952", "estagnar"
"6953", "estagnação"
Palavras-chave para "6954"
"6955", "mancha"
"6956", "inoxidável"
"6957", "estaca"
"6958", "estaca"
"6959", "velho"
"6960", "impasse"
"6961", "stammer"
"6962", "estampida"
"6963", "estampida"
"6964", "postura"
"6965", "postura"
"6966", "postura"
"6967", "postura"
"6968", "ficar"
"6969", "está"
"6970", "stands"
"6971", "paragem"
"6972", "estrela"
"6973", "estrela"
"6974", "austero"
"6975", "starkly"
"6976", "estrelas"
"6977", "estrelas"
"6978", "starter"
"6979", "surpreendente"
"6980", "surpreendentemente"
"6981", "fome"
"6982", "morrer de fome"
"6983", "majestoso"
"6984", "declarações"
"6985", "declarações"
"6986", "estático"
"6987", "statuesque"
Palavras-chave "6988"
"6989", "firmemente"
"6990", "estabilidade"
"6991", "firme"
"6992", "firmemente"
"6993", "firmeza"
"6994", "estabilidade"
"6995", "estável"
"6996", "roubar"
"6997", "roubar"
"6998", "íngremes"
"6999", "abruptamente"
"7000", "estelar"
"7001", "stellarly"
"7002", "fedor"
"7003", "estereótipo"
"7004", "estereotipado"
"7005", "estereotipicamente"
"7006", "popa"
"7007", "popa"
"7008", "ensopado"
"7009", "pegajoso"
"7010", "rígido"
"7011", "sufocar"
"7012", "sufocante"
"7013", "sufocante"
"7014", "estigma"
"7015", "estigma"
"7016", "estigmatizar"
"7017", "ainda"
"7018", "estimular"
"7019", "estimulante"
"7020", "estimulante"
"7021", "picada"
"7022", "picada"
"7023", "picada"
"7024", "picada"
"7025", "stingingly"
"7026", "fedor"
"7027", "fedor"
"7028", "fedorento"
"7029", "mexa"
"7030", "mexa"
"7031", "mexa"
"7032", "agitando"
"7033", "agitando"
"7034", "pesado"
"7035", "roubou"
"7036", "roubado"
"7037", "roubado"
"7038", "estado"
"7039", "fogueira"
"7040", "marionetes"
"7041", "marionetes"
"7042", "tempestade"
"7043", "tormentoso"
"7044", "straggle"
"7045", "straggler"
"7046", "reto"
"7047", "simples"
"7048", "tensão"
"7049", "estirpe"
"7050", "esticado"
"7051", "estranho"
"7052", "estranho"
"7053", "estranhamente"
"7054", "estranho"
"7055", "mais estranho"
"7056", "estrangulamento"
"7057", "simplificado"
"7058", "força"
"7059", "força"
"7060", "extenuante"
"7061", "estresse"
"7062", "estresse"
"7063", "estressante"
"7064", "estressante"
"7065", "atingido"
"7066", "estrito"
"7067", "estritamente"
"7068", "stride"
"7069", "stride"
"7070", "estridente"
"7071", "stridently"
"7072", "passos largos"
"7073", "passos"
"7074", "conflito"
"7075", "greve"
"7076", "golpeando"
"7077", "surpreendentemente"
"7078", "rigoroso"
"7079", "severamente"
"7080", "esforçar-se"
"7081", "esforçar-se"
"7082", "forte"
"7083", "mais forte do que o esperado"
"7084", "golpeado"
"7085", "luta"
"7086", "luta"
"7087", "strut"
"7088", "teimoso"
"7089", "teimosamente"
"7090", "teimosia"
"7091", "estudioso"
"7092", "estudioso"
"7093", "recheado"
"7094", "abafado"
"7095", "tropeçar"
"7096", "toco"
"7097", "atordoar"
"7098", "atordoado"
"7099", "impressionante"
"7100", "surpreendentemente"
"7101", "stunt"
"7102", "atrofiado"
"7103", "estupefato"
"7104", "estupenda"
"7105", "estupendamente"
"7106", "estúpido"
"7107", "estupidez"
"7108", "estupidamente"
"7109", "estupidez"
"7110", "stupify"
"7111", "estupor"
"7112", "robusto"
"7113", "sty"
"7114", "chiqueiro"
"7115", "elegante"
"7116", "elegante"
"7117", "suave"
"7118", "subjugado"
"7119", "submetido"
"7120", "sujeição"
"7121", "subjugar"
"7122", "subjugar"
"7123", "subjugação"
"7124", "sublime"
"7125", "submisso"
"7126", "subordinado"
"7127", "subordinado"
"7128", "assinar"
"7129", "subserviência"
"7130", "subserviente"
"7131", "subside"
"7132", "substandard"
"7133", "substancial"
"7134", "substancialmente"
"7135", "substantivo"
"7136", "sutil"
"7137", "subtrair"
"7138", "subversão"
"7139", "subversivo"
"7140", "subversivamente"
"7141", "subverter"
"7142", "sucesso"
"7143", "sucesso"
"7144", "sucesso"
"7145", "sucesso"
"7146", "com sucesso"
"7147", "sucumbir"
"7148", "tais"
"7149", "otário"
"7150", "sofrer"
"7151", "sofredor"
"7152", "sofredores"
"7153", "sofredores"
"7154", "sofrimento"
"7155", "sofrimento"
"7156", "basta"
"7157", "suficiente"
"7158", "suficientemente"
"7159", "sufocar"
"7160", "revestimento de açúcar"
"7161", "revestido com açúcar"
"7162", "revestido com açúcar"
"7163", "sugerir"
"7164", "sugestões"
"7165", "sugestões"
"7166", "suicida"
"7167", "suicídio"
"7168", "terno"
"7169", "adequado"
"7170", "sulk"
"7171", "sullen"
"7172", "sully"
"7173", "sumptuoso"
"7174", "sumptuosamente"
"7175", "sumptuosidade"
"7176", "resfriado"
"7177", "ensolarado"
"7178", "super"
"7179", "excelente"
"7180", "soberbamente"
"7181", "superficial"
"7182", "superficial"
"7183", "superficialidade"
"7184", "superficialmente"
"7185", "supérfluo"
"7186", "superior"
"7187", "superioridade"
"7188", "superioridade"
"7189", "superlativo"
"7190", "superstição"
"7191", "supersticioso"
"7192", "apoio"
"7193", "apoio"
"7194", "apoio"
"7195", "suporte"
"7196", "suporte"
"7197", "apoio"
"7198", "apoio"
"7199", "suponha"
"7200", "suposto"
"7201", "supondo"
"7202", "suprimir"
"7203", "supressão"
"7204", "supressão"
"7205", "supremacia"
"7206", "supremacia"
"7207", "supremo"
"7208", "supremamente"
"7209", "supurb"
"7210", "supurbly"
"7211", "certo"
"7212", "certamente"
"7213", "aumento"
"7214", "subida"
"7215", "conjectura"
"7216", "superar"
"7217", "ultrapassar"
"7218", "surpresa"
"7219", "surpresa"
"7220", "surpresa"
"7221", "surpreendente"
"7222", "surpreendentemente"
"7223", "rendição"
"7224", "rendição"
"7225", "sobrevivência"
"7226", "sobreviver"
"7227", "sobrevivente"
"7228", "suscetível"
"7229", "suspeito"
"7230", "suspeito"
"7231", "suspeita"
"7232", "suspeita"
"7233", "suspeitas"
"7234", "suspeitas"
"7235", "suspeito"
"7236", "suspeito"
"7237", "suspeito"
"7238", "suspeitosamente"
"7239", "sustentabilidade"
"7240", "sustentabilidade"
"7241", "sustentável"
"7242", "sustentável"
"7243", "sustentado"
"7244", "elógio"
"7245", "swamped"
"7246", "jurar"
"7247", "varrendo"
"7248", "doce"
"7249", "adoçar"
"7250", "namorada"
"7251", "docemente"
"7252", "doçura"
"7253", "rápido"
"7254", "velocidade"
"7255", "estafa"
"7256", "swing"
"7257", "balanço"
"7258", "swipe"
"7259", "swipe"
"7260", "swoon"
"7261", "jurou"
"7262", "jurado"
"7263", "simpático"
"7264", "simpático"
"7265", "com simpatia"
"7266", "simpatias"
"7267", "simpatias"
"7268", "simpatizar"
"7269", "simpatia"
"7270", "simpatia"
"7271", "sintoma"
"7272", "síndrome"
"7273", "síndrome"
"7274", "sistemático"
"7275", "tabu"
"7276", "tabu"
"7277", "tacto"
"7278", "mancha"
"7279", "contaminado"
"7280", "conto"
"7281", "conto"
"7282", "talento"
"7283", "talento"
"7284", "talentoso"
"7285", "alto"
"7286", "tamper"
"7287", "emaranhado"
"7288", "atormentar"
"7289", "tentador"
"7290", "tentadoramente"
"7291", "igualdade"
"7292", "birra"
"7293", "tarde"
"7294", "mancha"
"7295", "gosto"
"7296", "gosto"
"7297", "esfarrapado"
"7298", "taunt"
"7299", "taunt"
"7300", "zombaria"
"7301", "tauntingly"
"7302", "sarcasmo"
"7303", "tawdry"
Palavras-chave "7304"
"7305", "teasingly"
"7306", "imposto"
"7307", "tedioso"
"7308", "tediosamente"
"7309", "temeridade"
"7310", "temperamento"
"7311", "temperamento"
"7312", "temperança"
"7313", "temperado"
"7314", "tempestade"
"7315", "seduzir"
"7316", "tentação"
"7317", "tentador"
"7318", "tentadoramente"
"7319", "tenaz"
"7320", "tenazmente"
"7321", "tenacidade"
"7322", "tendência"
"7323", "tendência"
"7324", "concurso"
"7325", "ternamente"
"7326", "ternura"
"7327", "tempo"
"7328", "tensão"
"7329", "tensão"
"7330", "tentativa"
"7331", "tentativamente"
"7332", "tênue"
"7333", "tênues"
"7334", "morno"
"7335", "terrível"
"7336", "terrível"
"7337", "terrível"
"7338", "terrível"
"7339", "ótimo"
"7340", "ótimo"
"7341", "terrifically"
"7342", "aterrorizado"
"7343", "aterrorizar"
"7344", "aterrorizante"
"7345", "aterrorizante"
"7346", "aterrorizante"
"7347", "terror"
"7348", "terror-genic"
"7349", "terror-genic"
"7350", "terrorismo"
"7351", "aterrorizar"
"7352", "obrigado"
"7353", "agradecido"
"7354", "felizmente"
"7355", "ingrato"
"7356", "teorizar"
"7357", "portanto"
"7358", "pensar"
"7359", "pensativo"
"7360", "pensativo"
"7361", "pensando"
"7362", "pensando"
"7363", "sede"
"7364", "sede"
"7365", "espinhoso"
"7366", "espinhoso"
"7367", "completo"
"7368", "embora"
"7369", "pensamento"
"7370", "pensamento"
"7371", "pensativo"
"7372", "pensativamente"
"7373", "consideração"
"7374", "irrefletido"
"7375", "irrefletidamente"
"7376", "irrefletido"
"7377", "thrash"
"7378", "ameaça"
"7379", "ameaça"
"7380", "ameaçar"
"7381", "ameaçador"
"7382", "ameaçador"
"7383", "ameaças"
"7384", "ameaças"
"7385", "parcimônia"
"7386", "econômico"
"7387", "emoção"
"7388", "emoção"
"7389", "emocionante"
"7390", "emocionante"
"7391", "emoção"
"7392", "prosperar"
"7393", "prosperando"
"7394", "acelerador"
"7395", "jogar"
"7396", "polegar"
"7397", "polegares"
"7398", "polegares"
"7399", "assim"
"7400", "assim"
"7401", "thwart"
"7402", "cócegas"
"7403", "arrumado"
"7404", "tempo-honrado"
"7405", "oportuna"
"7406", "tímido"
"7407", "timidez"
"7408", "timidamente"
"7409", "timidez"
"7410", "tingle"
"7411", "matiz"
"7412", "minúsculo"
"7413", "pneu"
"7414", "cansado"
"7415", "cansativo"
"7416", "cansativo"
"7417", "cansativo"
"7418", "cansativo"
"7419", "titilar"
"7420", "excitante"
"7421", "titilante"
"7422", "brinde"
"7423", "união"
"7424", "trabalho"
"7425", "tolerável"
"7426", "tolerante"
"7427", "tolerância"
"7428", "tolerância"
"7429", "tolerante"
"7430", "tolerante"
"7431", "tolerar"
"7432", "tolerância"
"7433", "pedágio"
"7434", "pedágio"
"7435", "demasiado"
"7436", "topo"
"7437", "derrubar"
"7438", "tormento"
"7439", "tormento"
"7440", "atormentado"
"7441", "torrent"
"7442", "tórrido"
"7443", "torridamente"
"7444", "tortura"
"7445", "tortura"
"7446", "tortura"
"7447", "tortuoso"
"7448", "torturante"
"7449", "torturante"
"7450", "totalitário"
"7451", "tradição"
"7452", "tradicional"
"7453", "toque"
"7454", "toca"
"7455", "toca"
"7456", "sensível"
"7457", "resistência"
"7458", "resistência"
"7459", "tóxico"
"7460", "traduzir"
"7461", "tragédia"
"7462", "tragédia"
"7463", "trágico"
"7464", "tragicamente"
"7465", "traidor"
"7466", "traidor"
"7467", "traidor"
"7468", "traidor"
"7469", "vagabundo"
"7470", "atropelar"
"7471", "tranquilo"
"7472", "tranquilidade"
"7473", "tranqüilidade"
"7474", "transgressão"
"7475", "transgressão"
"7476", "transparência"
"7477", "transparência"
"7478", "transparente"
"7479", "transparente"
"7480", "transporte"
"7481", "trauma"
"7482", "trauma"
"7483", "traumático"
"7484", "traumático"
"7485", "traumatizante"
"7486", "traumatize"
"7487", "traumatizado"
"7488", "travesties"
"7489", "travesti"
"7490", "travesti"
"7491", "traiçoeiro"
"7492", "traiçoeiramente"
"7493", "traição"
"7494", "traição"
"7495", "traição"
"7496", "tesouro"
"7497", "tratar"
"7498", "tremendo"
"7499", "tremendamente"
"7500", "na moda"
"7501", "trepidação"
"7502", "ensaio"
"7503", "tributo"
"7504", "truque"
"7505", "truque"
"7506", "complicado"
"7507", "complicado"
"7508", "truques"
"7509", "aparar"
"7510", "triunfo"
"7511", "triunfo"
"7512", "triunfal"
"7513", "triunfante"
"7514", "triunfante"
"7515", "triunfante"
"7516", "trivial"
"7517", "trivial"
"7518", "trivializar"
"7519", "trivialmente"
"7520", "problemas"
"7521", "problemas"
"7522", "problemas"
"7523", "problemas"
"7524", "constrangedor"
"7525", "constrangedor"
"7526", "problemático"
"7527", "incômodo"
"7528", "problemática"
"7529", "preocupante"
"7530", "perturbadoramente"
"7531", "truant"
"7532", "truculento"
"7533", "truculentemente"
"7534", "verdadeiro"
"7535", "realmente"
"7536", "trunfo"
"7537", "trompete"
"7538", "confiança"
"7539", "confiança"
"7540", "confiança"
"7541", "confiante"
"7542", "confiante"
"7543", "confiabilidade"
"7544", "confiável"
"7545", "verdade"
"7546", "verdadeiro"
"7547", "verdadeiramente"
"7548", "verdade"
"7549", "tentar"
"7550", "tentando"
"7551", "tumultuado"
"7552", "turbulento"
"7553", "agitação"
"7554", "twinkly"
"7555", "torção"
"7556", "torção"
"7557", "torcido"
"7558", "torções"
"7559", "torções"
"7560", "tirânico"
"7561", "tirano"
"7562", "tirania"
"7563", "tirano"
"7564", "ugh"
"7565", "feio"
"7566", "fealdade"
"7567", "feio"
"7568", "ulteriores"
"7569", "final"
"7570", "em última instância"
"7571", "ultimato"
"7572", "ultimatos"
"7573", "ultimatos"
"7574", "ultra"
"7575", "ultra-linha dura"
"7576", "ultra-linha dura"
"7577", "unabashed"
"7578", "descaradamente"
"7579", "incapaz"
"7580", "inaceitável"
"7581", "inaceitável"
"7582", "desacostumado"
"7583", "unânime"
"7584", "inacessível"
"7585", "inacessível"
"7586", "unattractive"
"7587", "não auditado"
"7588", "não autêntico"
"7589", "indisponível"
"7590", "inevitável"
"7591", "inevitavelmente"
"7592", "imparcial"
"7593", "insuportável"
"7594", "insuportavelmente"
"7595", "inacreditável"
"7596", "incrivelmente"
"7597", "unbosom"
"7598", "não ligado"
"7599", "ininterrupto"
"7600", "incerto"
"7601", "uncivil"
"7602", "uncivilized"
"7603", "uncivilized"
"7604", "sujo"
"7605", "pouco claro"
"7606", "irrecuperável"
"7607", "desconfortável"
"7608", "incomum"
"7609", "incomum"
"7610", "não competitivo"
"7611", "intransigente"
"7612", "sem compromissos"
"7613", "despreocupado"
"7614", "incondicional"
"7615", "não confirmado"
"7616", "inconstitucional"
"7617", "descontrolado"
"7618", "não convencional"
"7619", "não convincente"
"7620", "unconvincingly"
"7621", "uncouth"
"7622", "destemido"
"7623", "indeciso"
"7624", "indefinido"
"7625", "undependability"
"7626", "undependable"
"7627", "underdog"
"7628", "underdog"
"7629", "subestimar"
"7630", "subordinados"
"7631", "subordinados"
"7632", "minar"
"7633", "mal paga"
"7634", "compreender"
"7635", "compreensível"
"7636", "compreensão"
"7637", "compreensão"
"7638", "compreendido"
"7639", "understate"
"7640", "subestimado"
"7641", "discretamente"
"7642", "indesejável"
"7643", "indeterminado"
"7644", "desfeitos"
"7645", "indigno"
"7646", "indiscutível"
"7647", "indiscutível"
"7648", "indiscutível"
"7649", "desfazer"
"7650", "indocumentado"
"7651", "desfeito"
"7652", "indubitável"
"7653", "indubitavelmente"
"7654", "indevida"
"7655", "inquietação"
"7656", "mal-estar"
"7657", "inquieto"
"7658", "inquietação"
"7659", "mal-estar"
"7660", "desconfortável"
"7661", "antieconômico"
"7662", "desembaraçado"
"7663", "desigual"
"7664", "inequívoco"
"7665", "inequívoco"
"7666", "inequivocamente"
"7667", "antiético"
"7668", "desigual"
"7669", "sem intercorrências"
"7670", "inesperado"
"7671", "inesperadamente"
"7672", "inexplicado"
"7673", "injusto"
"7674", "injustamente"
"7675", "infiel"
"7676", "infiel"
"7677", "desconhecido"
"7678", "desfavorável"
"7679", "indiferente"
"7680", "unfeeling"
"7681", "livre"
"7682", "inacabado"
"7683", "impróprio"
"7684", "imprevisto"
"7685", "inesquecível"
"7686", "infeliz"
"7687", "infelizmente"
"7688", "infundado"
"7689", "não amigável"
"7690", "não cumprido"
"7691", "não financiado"
"7692", "ungrateful"
"7693", "ingovernável"
"7694", "ingovernável"
"7695", "infeliz"
"7696", "infelicidade"
"7697", "infeliz"
"7698", "insalubre"
"7699", "uniforme"
"7700", "uniformemente"
"7701", "unilateralismo"
"7702", "unilateralismo"
"7703", "inimaginável"
"7704", "inimaginável"
"7705", "sem importância"
"7706", "desinformado"
"7707", "sem seguro"
"7708", "unipolar"
"7709", "unipolar"
"7710", "único"
"7711", "unidade"
"7712", "unidade"
"7713", "universal"
"7714", "injusto"
"7715", "injustificável"
"7716", "injustificadamente"
"7717", "injustificado"
"7718", "injustamente"
"7719", "desagradável"
"7720", "indiferente"
"7721", "unlamentable"
"7722", "unlamentably"
"7723", "ilegal"
"7724", "ilegalmente"
"7725", "ilegalidade"
"7726", "ilegalidade"
"7727", "desencadear"
"7728", "sem licença"
"7729", "improvável"
"7730", "ilimitado"
"7731", "azarado"
"7732", "indiferente"
"7733", "não natural"
"7734", "não natural"
"7735", "desnecessário"
"7736", "desnecessário"
"7737", "unnerve"
"7738", "enervado"
"7739", "enervante"
"7740", "enervante"
"7741", "despercebido"
"7742", "não observado"
"7743", "pouco ortodoxo"
"7744", "unorthodoxy"
"7745", "incomparável"
"7746", "desagradável"
"7747", "desagradáveis"
"7748", "desagradáveis"
"7749", "impopular"
"7750", "sem precedentes"
"7751", "sem precedentes"
"7752", "imprevisível"
"7753", "despreparado"
"7754", "despretensioso"
"7755", "improdutivo"
"7756", "não lucrativo"
"7757", "não qualificado"
"7758", "indiscutível"
"7759", "inquestionavelmente"
"7760", "desvendar"
"7761", "desvendar"
"7762", "desvanecido"
"7763", "irrealista"
"7764", "irracional"
"7765", "irracional"
"7766", "injustificadamente"
"7767", "implacável"
"7768", "implacável"
"7769", "implacável"
"7770", "não fiabilidade"
"7771", "não fiabilidade"
"7772", "não confiável"
"7773", "não resolvido"
"7774", "agitação"
"7775", "sem restrições"
"7776", "rebelde"
"7777", "inseguro"
"7778", "insatisfatório"
"7779", "desagradável"
"7780", "ileso"
"7781", "sem escrúpulos"
"7782", "sem escrúpulos"
"7783", "indecente"
"7784", "altruísta"
"7785", "desestabilizar"
"7786", "incerto"
"7787", "inquietante"
"7788", "inquietante"
"7789", "não qualificado"
"7790", "não sofisticado"
"7791", "não sadias"
"7792", "indizível"
"7793", "indizível"
"7794", "não especificado"
"7795", "instável"
"7796", "inseguro"
"7797", "instabilidade"
"7798", "instável"
"7799", "sem êxito"
"7800", "sem êxito"
"7801", "sem suporte"
"7802", "inseguro"
"7803", "confiante"
"7804", "insustentável"
"7805", "insustentável"
"7806", "não testado"
"7807", "impensável"
"7808", "impensável"
"7809", "untimely"
"7810", "sem tocar"
"7811", "não treinado"
"7812", "falso"
"7813", "não confiável"
"7814", "mentiroso"
"7815", "incomuns"
"7816", "excepcionalmente"
"7817", "indesejável"
"7818", "injustificado"
"7819", "indesejável"
"7820", "pesado"
"7821", "relutante"
"7822", "relutantemente"
"7823", "relutância"
"7824", "imprudente"
"7825", "imprudentemente"
"7826", "impraticável"
"7827", "indigno"
"7828", "inflexível"
"7829", "alegre"
"7830", "louvor"
"7831", "upfront"
"7832", "atualização"
"7833", "agitação"
"7834", "confirmado"
"7835", "defender"
"7836", "elevação"
"7837", "edificante"
"7838", "upliftingly"
"7839", "elevação"
"7840", "elevação"
"7841", "vertical"
"7842", "insurreição"
"7843", "alvoroço"
"7844", "espalhafatoso"
"7845", "espalhafatosamente"
"7846", "espalhafatosas"
"7847", "espalhafatosamente"
"7848", "arrancar"
"7849", "upscale"
"7850", "virada"
"7851", "chateado"
"7852", "irritante"
"7853", "perturbador"
"7854", "chateando"
"7855", "upside"
"7856", "upside"
"7857", "para cima"
"7858", "desejo"
"7859", "urgência"
"7860", "urgência"
"7861", "urgente"
"7862", "urgente"
"7863", "urgentemente"
"7864", "utilizável"
"7865", "útil"
"7866", "utilidade"
"7867", "inútil"
"7868", "usurpar"
"7869", "usurpador"
"7870", "utilitário"
"7871", "máximo"
"7872", "expressa"
"7873", "expressões"
"7874", "expressões"
"7875", "completamente"
"7876", "uttermost"
"7877", "vagabundo"
"7878", "vago"
"7879", "vaga"
"7880", "vaga"
"7881", "vão"
